Telemetry_ID,Trip_ID,Timestamp,Minute_Offset,Latitude,Longitude,Altitude_Meters,Speed_KMH,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z,Phone_Mount
TEL_004538,T174,2026-08-12 04:09:00,6,13.023854,77.599167,873.1,29.97,0.009,0.803,10.695,6.41,-0.05,-2.43,Handlebar_Mount
TEL_004539,T174,2026-08-12 04:10:00,7,13.023819,77.599192,884.6,33.29,-0.529,-0.442,19.992,-3.08,11.84,0.75,Handlebar_Mount
TEL_004540,T174,2026-08-12 04:11:00,8,13.023838,77.599136,885.6,36.67,-0.706,-0.319,6.011,-12.9,14.71,-3.66,Handlebar_Mount
TEL_004541,T174,2026-08-12 04:12:00,9,13.023801,77.599082,880.9,34.85,-0.232,1.827,5.949,-23.96,0.7,-12.68,Handlebar_Mount
TEL_004542,T174,2026-08-12 04:13:00,10,13.02382,77.599138,875.9,36.32,0.213,0.457,11.127,-13.0,-11.71,15.67,Handlebar_Mount
TEL_004543,T174,2026-08-12 04:14:00,11,13.023842,77.599075,872.7,41.23,-0.225,-0.296,5.144,13.72,-12.63,5.78,Handlebar_Mount
TEL_004544,T174,2026-08-12 04:15:00,12,13.023879,77.599102,882.0,35.05,-0.728,-0.652,9.037,-11.01,0.59,2.48,Handlebar_Mount
TEL_004545,T174,2026-08-12 04:16:00,13,13.023901,77.599165,879.8,41.35,-2.083,-0.297,19.261,-16.76,14.8,0.03,Handlebar_Mount
TEL_004546,T174,2026-08-12 04:17:00,14,13.023947,77.599099,882.6,43.23,0.18,0.677,9.498,21.18,13.08,9.66,Handlebar_Mount
TEL_004547,T174,2026-08-12 04:18:00,15,13.023968,77.59913,874.9,40.64,0.491,1.725,17.462,-3.09,-7.77,6.43,Handlebar_Mount
TEL_004548,T174,2026-08-12 04:19:00,16,13.024001,77.599154,887.7,30.95,-0.183,-0.677,9.044,6.66,10.66,-13.41,Handlebar_Mount
TEL_004549,T174,2026-08-12 04:20:00,17,13.023962,77.599097,882.7,36.86,-0.626,-0.634,8.179,-12.03,0.8,-8.87,Handlebar_Mount
TEL_004550,T174,2026-08-12 04:21:00,18,13.024005,77.599159,877.4,40.07,-0.183,-0.173,4.289,-1.18,-19.63,8.28,Handlebar_Mount
TEL_004551,T174,2026-08-12 04:22:00,19,13.024024,77.599187,889.1,37.15,0.113,0.353,2.824,-3.54,16.89,18.55,Handlebar_Mount
TEL_004552,T174,2026-08-12 04:23:00,20,13.024044,77.599244,880.3,37.0,-0.69,0.091,11.091,-4.63,7.84,3.32,Handlebar_Mount
TEL_004553,T174,2026-08-12 04:24:00,21,13.024007,77.599298,883.9,34.73,1.208,-1.058,7.293,-2.71,-7.3,-17.85,Handlebar_Mount
TEL_004554,T174,2026-08-12 04:25:00,22,13.023965,77.599359,875.2,39.67,0.302,-1.016,7.247,3.71,-12.06,2.16,Handlebar_Mount
TEL_004555,T174,2026-08-12 04:26:00,23,13.023923,77.599298,886.6,39.75,0.403,0.146,9.478,6.46,1.15,13.02,Handlebar_Mount
TEL_004556,T174,2026-08-12 04:27:00,24,13.023882,77.599357,880.7,38.57,0.566,-0.11,14.991,1.77,-1.7,14.75,Handlebar_Mount
TEL_004557,T174,2026-08-12 04:28:00,25,13.023926,77.599294,877.4,40.91,-0.201,-1.171,11.424,9.63,-10.17,-25.61,Handlebar_Mount
TEL_004558,T174,2026-08-12 04:29:00,26,13.023969,77.599326,881.8,41.18,0.896,0.362,15.305,6.48,3.15,6.32,Handlebar_Mount
TEL_004559,T174,2026-08-12 04:30:00,27,13.02399,77.599357,889.1,40.26,-0.934,-0.146,16.814,-4.41,6.75,22.85,Handlebar_Mount
TEL_004560,T174,2026-08-12 04:31:00,28,13.024036,77.59939,879.3,43.23,-0.3,-0.475,12.859,5.17,11.34,-16.95,Handlebar_Mount
TEL_004561,T174,2026-08-12 04:32:00,29,13.024056,77.599334,877.4,36.49,0.792,-0.463,6.736,-16.85,-31.09,-1.64,Handlebar_Mount
TEL_004562,T174,2026-08-12 04:33:00,30,13.024072,77.599286,877.9,31.29,-0.556,-0.725,5.839,4.31,2.23,-10.25,Handlebar_Mount
TEL_004563,T174,2026-08-12 04:34:00,31,13.02409,77.599337,878.9,33.14,-0.675,2.129,20.393,0.75,10.08,-14.62,Handlebar_Mount
TEL_004564,T174,2026-08-12 04:35:00,32,13.024066,77.599303,879.8,22.07,-0.201,-0.004,7.092,15.76,-2.64,21.55,Handlebar_Mount
TEL_004565,T174,2026-08-12 04:36:00,33,13.024085,77.599275,884.9,17.8,-0.557,0.14,4.45,-2.42,-8.24,12.46,Handlebar_Mount
TEL_004566,T175,2026-08-13 05:15:00,1,13.028604,77.616759,873.6,11.61,-0.023,0.964,10.704,-3.32,-8.26,18.92,Handlebar_Mount
TEL_004567,T175,2026-08-13 05:16:00,2,13.028621,77.616771,880.3,15.43,0.13,1.813,11.033,11.25,-1.13,5.61,Handlebar_Mount
TEL_004568,T175,2026-08-13 05:17:00,3,13.0286,77.616741,875.9,19.49,-1.983,0.056,7.769,-1.13,15.02,-1.23,Handlebar_Mount
TEL_004569,T175,2026-08-13 05:18:00,4,13.028614,77.616699,880.7,27.11,-0.257,0.198,10.391,-3.51,25.03,13.39,Handlebar_Mount
TEL_004570,T175,2026-08-13 05:19:00,5,13.028632,77.616751,875.9,33.95,0.429,0.655,13.132,14.74,-10.32,4.7,Handlebar_Mount
TEL_004571,T175,2026-08-13 05:20:00,6,13.028666,77.616703,875.4,31.69,-1.016,0.321,9.85,-7.22,-2.0,1.47,Handlebar_Mount
TEL_004572,T175,2026-08-13 05:21:00,7,13.028636,77.616724,882.9,28.25,0.339,0.099,4.502,-5.36,-1.09,4.02,Handlebar_Mount
TEL_004573,T175,2026-08-13 05:22:00,8,13.028654,77.616775,873.5,33.26,-0.801,-0.031,7.871,-6.03,1.87,-29.99,Handlebar_Mount
TEL_004574,T175,2026-08-13 05:23:00,9,13.028686,77.616729,882.3,30.44,0.891,0.64,11.699,-1.36,20.75,-30.06,Handlebar_Mount
TEL_004575,T175,2026-08-13 05:24:00,10,13.028712,77.616767,881.7,24.97,0.645,-0.121,10.055,-4.85,18.13,10.4,Handlebar_Mount
TEL_004576,T175,2026-08-13 05:25:00,11,13.028728,77.61672,876.9,30.62,-0.137,0.765,17.255,-4.5,8.16,5.72,Handlebar_Mount
TEL_004577,T175,2026-08-13 05:26:00,12,13.028747,77.616667,873.9,34.32,0.739,-0.157,1.729,-15.31,5.54,15.71,Handlebar_Mount
TEL_004578,T175,2026-08-13 05:27:00,13,13.028768,77.616698,883.8,40.64,-0.037,0.303,12.384,2.51,15.53,8.83,Handlebar_Mount
TEL_004579,T175,2026-08-13 05:28:00,14,13.028724,77.61673,877.7,41.64,-0.174,1.867,1.862,6.38,-1.65,-1.74,Handlebar_Mount
TEL_004580,T175,2026-08-13 05:29:00,15,13.028738,77.616771,875.8,26.15,0.81,-0.558,7.553,-15.82,-2.23,-3.72,Handlebar_Mount
TEL_004581,T175,2026-08-13 05:30:00,16,13.028745,77.616792,873.9,13.6,0.181,-0.383,10.001,13.8,14.79,-8.38,Handlebar_Mount
TEL_004582,T176,2026-08-13 17:03:00,1,13.050629,77.598043,876.4,3.19,0.945,-0.844,8.925,-15.66,21.45,8.02,Pocket
TEL_004583,T176,2026-08-13 17:04:00,2,13.050631,77.598049,887.7,3.85,-0.956,-0.55,11.007,9.14,9.13,-22.32,Pocket
TEL_004584,T176,2026-08-13 17:05:00,3,13.050612,77.59802,879.3,18.76,-0.092,0.577,6.352,-12.16,13.39,-11.34,Pocket
TEL_004585,T176,2026-08-13 17:06:00,4,13.050626,77.598063,883.1,28.02,-0.258,0.052,9.401,-10.07,-10.59,-0.92,Pocket
TEL_004586,T176,2026-08-13 17:07:00,5,13.050586,77.598122,884.0,38.28,1.194,-2.78,12.761,-5.06,6.07,-3.41,Pocket
TEL_004587,T176,2026-08-13 17:08:00,6,13.050543,77.598184,883.9,40.22,-0.207,-1.609,11.893,-12.76,-27.45,-2.19,Pocket
TEL_004588,T176,2026-08-13 17:09:00,7,13.050565,77.598215,874.2,40.49,-0.923,-3.182,10.843,-1.55,-0.1,5.88,Pocket
TEL_004589,T176,2026-08-13 17:10:00,8,13.050609,77.598247,881.7,41.59,1.032,0.777,4.126,24.64,-8.77,7.26,Pocket
TEL_004590,T176,2026-08-13 17:11:00,9,13.050572,77.598301,890.8,34.97,1.363,-0.858,7.644,-2.08,12.81,20.73,Pocket
TEL_004591,T176,2026-08-13 17:12:00,10,13.050602,77.598323,884.2,28.56,-0.04,-0.511,7.446,9.07,19.07,4.09,Pocket
TEL_004592,T176,2026-08-13 17:13:00,11,13.050565,77.59835,880.9,35.08,0.016,-0.021,8.61,-9.79,14.03,1.96,Pocket
TEL_004593,T176,2026-08-13 17:14:00,12,13.050586,77.59841,875.7,39.11,0.0,1.101,14.571,-10.26,3.99,7.79,Pocket
TEL_004594,T176,2026-08-13 17:15:00,13,13.050606,77.598349,871.9,39.37,-0.107,-0.533,10.423,31.14,-19.73,3.66,Pocket
TEL_004595,T176,2026-08-13 17:16:00,14,13.050558,77.598279,884.0,46.08,0.93,0.671,10.754,23.92,1.47,35.29,Pocket
TEL_004596,T176,2026-08-13 17:17:00,15,13.05059,77.598326,883.6,30.69,-0.243,-0.238,8.121,18.56,-16.17,-4.13,Pocket
TEL_004597,T176,2026-08-13 17:18:00,16,13.05056,77.59837,876.5,28.69,-0.475,-1.49,16.709,-2.35,13.32,16.07,Pocket
TEL_004598,T177,2026-08-14 18:32:00,1,13.020175,77.580018,879.6,5.84,-0.272,0.02,11.068,3.65,4.9,-5.41,Handlebar_Mount
TEL_004599,T177,2026-08-14 18:33:00,2,13.020179,77.580023,881.9,6.74,-1.322,-0.026,4.798,-15.02,-5.81,5.81,Handlebar_Mount
TEL_004600,T177,2026-08-14 18:34:00,3,13.020197,77.58005,874.6,17.27,-1.187,0.012,5.283,5.23,-5.86,20.52,Handlebar_Mount
TEL_004601,T177,2026-08-14 18:35:00,4,13.020207,77.580079,877.5,19.16,-0.134,-1.41,11.393,-8.46,9.21,-7.32,Handlebar_Mount
TEL_004602,T177,2026-08-14 18:36:00,5,13.02018,77.580039,879.3,25.94,0.096,0.419,4.904,12.91,13.75,7.25,Handlebar_Mount
TEL_004603,T177,2026-08-14 18:37:00,6,13.020148,77.580062,878.5,30.01,-1.117,0.539,8.262,0.08,-6.22,-17.97,Handlebar_Mount
TEL_004604,T177,2026-08-14 18:38:00,7,13.020184,77.580088,874.6,34.2,-0.604,-0.333,11.461,10.39,11.03,-4.71,Handlebar_Mount
TEL_004605,T177,2026-08-14 18:39:00,8,13.020202,77.58014,868.6,33.54,1.225,0.632,15.073,-4.26,-2.45,3.66,Handlebar_Mount
TEL_004606,T177,2026-08-14 18:40:00,9,13.020233,77.580163,870.3,29.63,-0.159,-0.578,5.739,9.58,-11.79,-32.6,Handlebar_Mount
TEL_004607,T177,2026-08-14 18:41:00,10,13.020204,77.580205,885.4,27.69,-1.262,1.949,8.998,2.96,-2.61,34.33,Handlebar_Mount
TEL_004608,T177,2026-08-14 18:42:00,11,13.020219,77.580228,873.9,29.38,-0.094,-0.904,4.421,-2.4,6.98,1.41,Handlebar_Mount
TEL_004609,T177,2026-08-14 18:43:00,12,13.020258,77.580284,886.2,36.79,-0.176,-0.33,10.868,-17.46,5.78,20.14,Handlebar_Mount
TEL_004610,T177,2026-08-14 18:44:00,13,13.020278,77.580228,878.8,36.68,-0.164,0.184,3.694,1.06,-3.04,-11.6,Handlebar_Mount
TEL_004611,T177,2026-08-14 18:45:00,14,13.020319,77.580258,883.1,38.54,-0.075,-0.155,4.789,1.87,3.11,-21.1,Handlebar_Mount
TEL_004612,T177,2026-08-14 18:46:00,15,13.020282,77.580204,875.1,34.95,0.449,-0.189,13.607,-4.17,19.95,-16.14,Handlebar_Mount
TEL_004613,T177,2026-08-14 18:47:00,16,13.020243,77.580259,879.9,36.13,-0.478,1.242,-1.358,4.62,8.43,-21.17,Handlebar_Mount
TEL_004614,T177,2026-08-14 18:48:00,17,13.020281,77.580287,879.3,35.19,-0.131,0.171,6.073,4.78,-1.07,-5.89,Handlebar_Mount
TEL_004615,T177,2026-08-14 18:49:00,18,13.020238,77.580348,882.2,39.87,-0.325,-0.544,14.261,1.09,4.39,9.73,Handlebar_Mount
TEL_004616,T177,2026-08-14 18:50:00,19,13.020198,77.580377,882.9,38.41,1.265,-0.044,15.3,-3.65,-0.37,-12.94,Handlebar_Mount
TEL_004617,T177,2026-08-14 18:51:00,20,13.020239,77.580407,881.0,39.25,0.003,-1.011,9.997,7.85,12.0,-27.83,Handlebar_Mount
TEL_004618,T177,2026-08-14 18:52:00,21,13.020257,77.580433,870.7,32.92,0.387,0.325,10.892,-0.67,-13.4,3.77,Handlebar_Mount
TEL_004619,T177,2026-08-14 18:53:00,22,13.020275,77.580486,881.9,34.88,0.635,0.492,10.931,2.2,-23.7,4.67,Handlebar_Mount
TEL_004620,T177,2026-08-14 18:54:00,23,13.020306,77.580442,878.6,28.8,0.034,0.321,1.821,-10.88,4.43,16.92,Handlebar_Mount
TEL_004621,T177,2026-08-14 18:55:00,24,13.020321,77.580465,876.4,29.38,-0.589,-0.42,10.241,11.74,-3.83,-5.09,Handlebar_Mount
TEL_004622,T177,2026-08-14 18:56:00,25,13.020279,77.580495,872.9,39.72,-0.847,-0.036,11.18,-3.3,18.3,-10.59,Handlebar_Mount
TEL_004623,T177,2026-08-14 18:57:00,26,13.020233,77.580562,880.1,43.45,0.318,1.267,8.684,-9.07,-3.33,-1.53,Handlebar_Mount
TEL_004624,T177,2026-08-14 18:58:00,27,13.020193,77.580591,867.3,37.65,-0.687,-1.114,4.278,6.13,-0.02,6.27,Handlebar_Mount
TEL_004625,T177,2026-08-14 18:59:00,28,13.02021,77.580615,879.7,30.97,-0.535,0.843,12.024,1.07,0.99,13.33,Handlebar_Mount
TEL_004626,T177,2026-08-14 19:00:00,29,13.020225,77.58066,872.7,29.6,-0.046,-0.825,7.095,-14.95,13.58,-8.32,Handlebar_Mount
TEL_004627,T177,2026-08-14 19:01:00,30,13.020191,77.58071,876.4,32.4,-1.372,0.026,12.292,6.7,35.32,-10.18,Handlebar_Mount
TEL_004628,T177,2026-08-14 19:02:00,31,13.020153,77.580737,875.2,35.53,0.478,0.837,8.165,6.76,-2.96,12.93,Handlebar_Mount
TEL_004629,T177,2026-08-14 19:03:00,32,13.020115,77.580765,884.2,36.48,1.298,-0.524,13.603,-0.59,2.48,-0.91,Handlebar_Mount
TEL_004630,T177,2026-08-14 19:04:00,33,13.020156,77.580705,884.9,39.41,1.761,0.319,6.386,-2.43,2.97,-8.53,Handlebar_Mount
TEL_004631,T177,2026-08-14 19:05:00,34,13.020192,77.580731,875.4,33.85,0.738,-0.292,9.777,-11.12,2.95,-7.61,Handlebar_Mount
TEL_004632,T177,2026-08-14 19:06:00,35,13.020152,77.58079,871.9,38.44,-0.115,0.387,4.877,-2.85,-13.84,15.2,Handlebar_Mount
TEL_004633,T177,2026-08-14 19:07:00,36,13.020185,77.580814,874.2,31.4,0.447,0.319,14.84,5.67,5.59,-29.45,Handlebar_Mount
TEL_004634,T177,2026-08-14 19:08:00,37,13.020161,77.580831,882.6,22.12,-0.25,0.073,16.898,-10.28,-5.53,-2.37,Handlebar_Mount
TEL_004635,T178,2026-08-15 20:30:00,1,13.049577,77.604121,881.6,0.06,-0.657,0.569,8.0,-2.93,2.89,-6.39,Handlebar_Mount
TEL_004636,T178,2026-08-15 20:31:00,2,13.049582,77.604108,879.3,8.35,0.78,-0.034,13.201,-15.68,-17.69,-2.38,Handlebar_Mount
TEL_004637,T178,2026-08-15 20:32:00,3,13.049596,77.604118,883.7,13.06,-0.744,-1.25,12.479,5.41,3.29,-7.76,Handlebar_Mount
TEL_004638,T178,2026-08-15 20:33:00,4,13.049608,77.604137,873.9,24.18,0.52,-0.128,13.249,-1.61,2.96,4.99,Handlebar_Mount
TEL_004639,T178,2026-08-15 20:34:00,5,13.049625,77.604089,878.9,31.17,0.126,0.216,15.277,-2.21,-2.99,14.78,Handlebar_Mount
TEL_004640,T178,2026-08-15 20:35:00,6,13.049587,77.604144,873.9,35.98,-1.78,1.44,7.416,9.64,-22.01,-33.99,Handlebar_Mount
TEL_004641,T178,2026-08-15 20:36:00,7,13.04962,77.604168,874.8,31.27,-0.916,-0.652,12.313,4.67,3.3,1.17,Handlebar_Mount
TEL_004642,T178,2026-08-15 20:37:00,8,13.049663,77.604106,885.1,40.39,-0.118,-0.566,11.433,-4.71,5.45,8.47,Handlebar_Mount
TEL_004643,T178,2026-08-15 20:38:00,9,13.049694,77.604129,879.5,30.05,-0.94,0.541,9.346,-14.2,-9.47,-4.3,Handlebar_Mount
TEL_004644,T178,2026-08-15 20:39:00,10,13.049711,77.604082,878.4,30.92,-0.316,-0.184,5.833,3.86,-14.7,-2.85,Handlebar_Mount
TEL_004645,T178,2026-08-15 20:40:00,11,13.049747,77.604134,876.7,33.81,1.023,-0.326,13.961,0.43,6.74,-4.02,Handlebar_Mount
TEL_004646,T178,2026-08-15 20:41:00,12,13.049765,77.604188,872.2,35.36,0.488,-2.845,3.83,10.97,-11.32,19.68,Handlebar_Mount
TEL_004647,T178,2026-08-15 20:42:00,13,13.049801,77.604241,874.9,34.08,0.221,0.35,12.808,-11.82,6.87,-12.66,Handlebar_Mount
TEL_004648,T178,2026-08-15 20:43:00,14,13.049823,77.604177,879.6,41.11,-0.785,0.505,8.35,-9.18,-7.05,3.62,Handlebar_Mount
TEL_004649,T178,2026-08-15 20:44:00,15,13.049783,77.604236,887.4,38.04,0.354,0.233,-0.21,12.17,1.44,-3.76,Handlebar_Mount
TEL_004650,T178,2026-08-15 20:45:00,16,13.049747,77.604288,885.7,34.11,-0.345,0.156,6.307,9.37,-10.92,10.68,Handlebar_Mount
TEL_004651,T178,2026-08-15 20:46:00,17,13.049705,77.604348,884.4,39.13,-0.219,-0.495,11.542,-5.08,1.77,7.96,Handlebar_Mount
TEL_004652,T178,2026-08-15 20:47:00,18,13.049742,77.604402,881.6,34.8,0.822,-0.292,9.45,1.75,-4.16,15.4,Handlebar_Mount
TEL_004653,T178,2026-08-15 20:48:00,19,13.049777,77.604452,880.7,32.72,0.541,-0.507,11.757,-4.79,-2.76,22.08,Handlebar_Mount
TEL_004654,T178,2026-08-15 20:49:00,20,13.049817,77.604394,883.4,38.06,0.082,-0.722,8.612,-6.6,-6.37,-10.18,Handlebar_Mount
TEL_004655,T178,2026-08-15 20:50:00,21,13.049847,77.604416,883.6,28.59,-0.726,0.748,5.669,-0.22,-4.72,-7.22,Handlebar_Mount
TEL_004656,T178,2026-08-15 20:51:00,22,13.049858,77.604445,878.0,19.31,-0.01,0.791,8.726,0.44,4.14,-11.54,Handlebar_Mount
TEL_004657,T178,2026-08-15 20:52:00,23,13.049866,77.604457,873.6,15.59,0.409,-1.114,13.042,0.06,1.04,-6.18,Handlebar_Mount
TEL_004658,T179,2026-08-16 21:39:00,1,13.032237,77.599015,889.8,4.96,-0.597,0.42,19.218,-6.89,8.5,-6.02,Handlebar_Mount
TEL_004659,T179,2026-08-16 21:40:00,2,13.032241,77.599021,878.6,7.27,0.47,-0.25,3.482,15.84,21.76,14.96,Handlebar_Mount
TEL_004660,T179,2026-08-16 21:41:00,3,13.032254,77.599039,871.6,23.96,0.514,0.285,6.233,3.93,-12.01,5.09,Handlebar_Mount
TEL_004661,T179,2026-08-16 21:42:00,4,13.032269,77.599062,883.7,28.88,1.247,0.009,5.851,4.73,-16.22,-10.33,Handlebar_Mount
TEL_004662,T179,2026-08-16 21:43:00,5,13.032298,77.599019,874.4,27.41,0.161,-0.379,16.81,8.36,-7.11,-23.34,Handlebar_Mount
TEL_004663,T179,2026-08-16 21:44:00,6,13.032263,77.598968,879.3,33.39,0.506,-1.708,7.175,5.61,10.55,3.18,Handlebar_Mount
TEL_004664,T179,2026-08-16 21:45:00,7,13.032301,77.598996,875.6,36.23,0.223,-1.212,13.659,-4.03,7.28,5.35,Handlebar_Mount
TEL_004665,T179,2026-08-16 21:46:00,8,13.032266,77.599047,872.2,33.14,0.383,0.991,6.856,-18.53,-1.39,18.66,Handlebar_Mount
TEL_004666,T179,2026-08-16 21:47:00,9,13.032304,77.599102,871.7,36.05,-0.52,0.327,12.1,14.91,-26.66,16.87,Handlebar_Mount
TEL_004667,T179,2026-08-16 21:48:00,10,13.032343,77.599047,879.0,36.23,-0.286,0.67,13.66,11.5,-1.4,9.85,Handlebar_Mount
TEL_004668,T179,2026-08-16 21:49:00,11,13.032386,77.599078,870.7,40.79,0.571,1.716,10.006,0.36,-6.59,-3.9,Handlebar_Mount
TEL_004669,T179,2026-08-16 21:50:00,12,13.032344,77.599108,882.8,39.39,0.019,0.739,6.72,-0.5,-4.07,-17.09,Handlebar_Mount
TEL_004670,T179,2026-08-16 21:51:00,13,13.032306,77.599053,886.5,36.17,-0.074,-0.681,3.218,1.58,-13.26,19.85,Handlebar_Mount
TEL_004671,T179,2026-08-16 21:52:00,14,13.032348,77.598991,871.3,40.23,0.824,0.796,9.783,-6.86,-7.95,-0.43,Handlebar_Mount
TEL_004672,T179,2026-08-16 21:53:00,15,13.032389,77.59905,880.1,38.54,0.148,0.363,3.501,-11.62,-22.92,17.51,Handlebar_Mount
TEL_004673,T179,2026-08-16 21:54:00,16,13.032356,77.599099,877.6,31.69,-0.451,0.856,8.401,8.57,-5.41,-1.42,Handlebar_Mount
TEL_004674,T179,2026-08-16 21:55:00,17,13.032396,77.599128,884.3,38.31,-0.188,-0.765,7.213,-3.71,4.91,13.25,Handlebar_Mount
TEL_004675,T179,2026-08-16 21:56:00,18,13.03235,77.59906,880.7,44.13,-0.229,0.187,8.241,3.83,5.75,5.65,Handlebar_Mount
TEL_004676,T179,2026-08-16 21:57:00,19,13.032391,77.59909,889.4,38.83,1.146,-1.103,10.037,8.84,-8.11,-8.8,Handlebar_Mount
TEL_004677,T179,2026-08-16 21:58:00,20,13.032354,77.599117,880.2,34.87,0.372,-0.233,10.299,4.4,17.18,-9.27,Handlebar_Mount
TEL_004678,T179,2026-08-16 21:59:00,21,13.032392,77.599173,879.2,36.34,-0.951,-0.633,1.851,17.1,-4.92,13.64,Handlebar_Mount
TEL_004679,T179,2026-08-16 22:00:00,22,13.032411,77.599228,886.7,35.93,-0.865,-0.106,10.27,-3.48,4.4,-12.32,Handlebar_Mount
TEL_004680,T179,2026-08-16 22:01:00,23,13.032423,77.599194,881.9,21.93,-0.334,-1.747,10.207,2.75,13.93,-7.66,Handlebar_Mount
TEL_004681,T179,2026-08-16 22:02:00,24,13.032405,77.599168,874.0,16.95,-0.058,-0.017,4.897,-5.4,-17.88,-2.98,Handlebar_Mount
TEL_004682,T180,2026-08-10 23:17:00,1,13.034455,77.583493,885.3,10.8,0.301,0.951,10.39,-6.39,-3.43,25.57,Handlebar_Mount
TEL_004683,T180,2026-08-10 23:18:00,2,13.034468,77.583511,879.3,11.7,-0.268,-0.426,6.019,-4.63,-11.22,14.24,Handlebar_Mount
TEL_004684,T180,2026-08-10 23:19:00,3,13.034492,77.583547,881.0,23.07,-0.957,-0.081,15.848,-1.03,-2.76,9.59,Handlebar_Mount
TEL_004685,T180,2026-08-10 23:20:00,4,13.034459,77.583499,880.3,31.29,-0.29,-0.774,11.753,8.29,-0.53,19.05,Handlebar_Mount
TEL_004686,T180,2026-08-10 23:21:00,5,13.034474,77.583542,883.4,27.85,0.331,-0.899,5.926,12.11,17.62,-13.4,Handlebar_Mount
TEL_004687,T180,2026-08-10 23:22:00,6,13.03444,77.58359,880.3,31.43,1.516,0.43,15.865,3.83,-28.76,13.63,Handlebar_Mount
TEL_004688,T180,2026-08-10 23:23:00,7,13.034476,77.583642,875.4,33.67,-0.878,-0.881,9.591,16.67,-1.19,-8.31,Handlebar_Mount
TEL_004689,T180,2026-08-10 23:24:00,8,13.034518,77.583672,877.3,39.21,1.017,1.156,12.181,-7.81,-5.24,-6.1,Handlebar_Mount
TEL_004690,T180,2026-08-10 23:25:00,9,13.034537,77.583614,887.6,37.28,0.538,-0.57,12.64,-3.57,-13.73,-8.98,Handlebar_Mount
TEL_004691,T180,2026-08-10 23:26:00,10,13.034494,77.583677,881.9,40.78,0.34,1.523,12.282,-8.07,-23.14,24.63,Handlebar_Mount
TEL_004692,T180,2026-08-10 23:27:00,11,13.034513,77.583733,877.0,36.45,0.152,-0.214,13.294,-3.28,4.59,-18.32,Handlebar_Mount
TEL_004693,T180,2026-08-10 23:28:00,12,13.034474,77.58379,879.6,37.21,-1.109,0.084,9.986,-14.5,25.67,17.45,Handlebar_Mount
TEL_004694,T180,2026-08-10 23:29:00,13,13.034442,77.583836,884.2,30.03,-0.213,0.066,9.155,-8.48,12.2,-9.59,Handlebar_Mount
TEL_004695,T180,2026-08-10 23:30:00,14,13.034462,77.583866,874.3,38.15,0.09,0.116,4.877,-1.32,-21.73,27.35,Handlebar_Mount
TEL_004696,T180,2026-08-10 23:31:00,15,13.034428,77.583817,883.9,32.04,-0.916,-0.533,8.645,10.64,24.3,11.66,Handlebar_Mount
TEL_004697,T180,2026-08-10 23:32:00,16,13.034445,77.583768,883.7,31.52,0.103,0.971,9.679,7.73,-2.39,-6.52,Handlebar_Mount
TEL_004698,T180,2026-08-10 23:33:00,17,13.034408,77.583795,886.1,35.23,0.209,-0.423,14.297,-6.08,-11.24,-8.66,Handlebar_Mount
TEL_004699,T180,2026-08-10 23:34:00,18,13.034374,77.583746,870.4,32.3,-0.156,-0.7,8.01,-16.43,0.51,24.66,Handlebar_Mount
TEL_004700,T180,2026-08-10 23:35:00,19,13.034339,77.583796,882.0,32.69,0.897,0.413,3.763,2.1,33.21,11.5,Handlebar_Mount
TEL_004701,T180,2026-08-10 23:36:00,20,13.034379,77.583737,875.1,38.02,0.286,0.02,6.532,-7.11,-1.67,-2.69,Handlebar_Mount
TEL_004702,T180,2026-08-10 23:37:00,21,13.034415,77.583764,877.3,34.17,-0.972,0.289,12.491,-2.77,-8.43,-4.3,Handlebar_Mount
TEL_004703,T180,2026-08-10 23:38:00,22,13.034389,77.583725,877.9,25.09,-0.359,-0.792,3.989,-4.46,14.05,15.41,Handlebar_Mount
TEL_004704,T180,2026-08-10 23:39:00,23,13.03436,77.583683,884.1,27.18,-0.494,1.933,7.162,-3.57,21.62,-0.17,Handlebar_Mount
TEL_004705,T180,2026-08-10 23:40:00,24,13.034324,77.583631,871.9,33.92,-1.316,0.267,8.279,17.21,9.05,-20.34,Handlebar_Mount
TEL_004706,T180,2026-08-10 23:41:00,25,13.034297,77.583591,874.8,25.86,0.334,-0.737,15.564,19.47,2.85,-18.2,Handlebar_Mount
TEL_004707,T180,2026-08-10 23:42:00,26,13.034252,77.583657,868.6,42.54,-0.186,0.074,4.942,1.61,0.73,11.11,Handlebar_Mount
TEL_004708,T180,2026-08-10 23:43:00,27,13.034274,77.58372,884.4,40.98,-0.406,-0.084,13.459,-11.2,19.95,-1.2,Handlebar_Mount
TEL_004709,T180,2026-08-10 23:44:00,28,13.034294,77.583779,884.1,38.77,0.99,0.975,15.224,4.73,-4.85,22.43,Handlebar_Mount
TEL_004710,T180,2026-08-10 23:45:00,29,13.034254,77.583838,878.3,37.88,-0.019,-0.891,11.854,1.9,9.69,2.81,Handlebar_Mount
TEL_004711,T180,2026-08-10 23:46:00,30,13.03427,77.58379,877.5,30.66,0.011,-1.812,7.069,-2.22,0.54,-18.92,Handlebar_Mount
TEL_004712,T180,2026-08-10 23:47:00,31,13.034236,77.58374,874.7,32.74,-0.836,-0.07,8.726,1.35,9.77,-10.92,Handlebar_Mount
